uf;municipio_cod;municipio_nome;escola_cod;escola_nome;ideb
RJ;3304557;Rio de Janeiro;33086737;CE COELHO NETO;2,2
RJ;3304557;Rio de Janeiro;33086796;CE PARAIBA;1,6
RJ;3304557;Rio de Janeiro;33087555;COLEGIO ANGELORUM;-
RJ;3304557;Rio de Janeiro;33087644;CE VICENTE JANNUZZI;3,8
RJ;3304557;Rio de Janeiro;33087725;CE GILSON AMADO;3,5
RJ;3304557;Rio de Janeiro;33087733;CE GOLDA MEIR;-
RJ;3304557;Rio de Janeiro;33087750;CE ALMIRANTE TAMANDARE;-
RJ;3304557;Rio de Janeiro;33088152;CE JORNALISTA RODOLFO FERNANDES;-
RJ;3304557;Rio de Janeiro;33088179;CE MAX FLEIUSS;3,1
RJ;3304904;São Gonçalo;33088870;CIEP 430 CARLOS MARIGHELLA;2,9
RJ;3304904;São Gonçalo;33088896;CIEP 306 DEPUTADO DAVID QUINDERE;-
RJ;3304904;São Gonçalo;33088900;CIEP 249 PASTOR WALDEMAR ZARRO;-
RJ;3304904;São Gonçalo;33088926;CIEP 240 PROFESSOR HAROLDO TEIXEIRA VALLADAO;-
RJ;3304904;São Gonçalo;33088950;CIEP 052 PROFESSORA ROMANDA GOUVEIA GONCALVES;3,3
RJ;3304904;São Gonçalo;33089043;CE ARMANDO GONCALVES;-
RJ;3304904;São Gonçalo;33089051;CE DOUTOR ADINO XAVIER;-
RJ;3304904;São Gonçalo;33089060;CE ISMAEL BRANCO;-
RJ;3304904;São Gonçalo;33089086;CE MINISTRO JOSE DE MOURA E SILVA;3,4
RJ;3304904;São Gonçalo;33089094;CE NILO PECANHA;3,8
RJ;3304904;São Gonçalo;33089108;CE PANDIA CALOGERAS;-
RJ;3304904;São Gonçalo;33089124;CE PADRE MANUEL DA NOBREGA;3,2
RJ;3304904;São Gonçalo;33089388;CE FREDERICO AZEVEDO;-
RJ;3304904;São Gonçalo;33089396;CE LAURO CORREA;-
RJ;3304904;São Gonçalo;33089426;CE MONSENHOR BARENCO COELHO;-
RJ;3304904;São Gonçalo;33089469;CE PROFESSORA ANTONIETA PALMEIRA;-
RJ;3304904;São Gonçalo;33089760;EXTERNATO DR ALBERT SABIN;4,7
RJ;3304904;São Gonçalo;33089841;IE CLELIA NANCI;-
RJ;3304904;São Gonçalo;33090009;CENTRO EDUCACIONAL MENDES DUARTE;5,2
RJ;3304904;São Gonçalo;33090149;CIEP 122 ERMEZINDA DIONIZIO NECCO;-
RJ;3304904;São Gonçalo;33090157;CIEP 126 ALMEDORINA AZEREDO;3,2
RJ;3304904;São Gonçalo;33090173;CIEP 410 PATRICIA GALVAO PAGU;-
RJ;3304904;São Gonçalo;33090190;COLEGIO CENECISTA PADRE ANTONIO VIEIRA;-
RJ;3304904;São Gonçalo;33090246;CE DORVAL FERREIRA DA CUNHA;3,7
RJ;3304904;São Gonçalo;33090270;CE AMANDA VELASCO;-
RJ;3304904;São Gonçalo;33090300;CE AUGUSTO CEZARIO DIAZ ANDRE;-
RJ;3304904;São Gonçalo;33090327;CE DESEMBARGADOR FERREIRA PINTO;-
RJ;3304904;São Gonçalo;33090343;CE DOUTOR HUMBERTO SOEIRO DE CARVALHO;-
RJ;3304904;São Gonçalo;33090351;CE DOUTOR RODOLPHO SIQUEIRA;-
RJ;3304904;São Gonçalo;33090378;CE ELIZA MARIA DUTRA;-
RJ;3304904;São Gonçalo;33090424;CE PROFESSORA ADELIA MARTINS;-
RJ;3304904;São Gonçalo;33090432;CE PROFESSORA DALILA DE OLIVEIRA COSTA;-
RJ;3304904;São Gonçalo;33090440;CE PROFESSOR FRANCISCO DE PAULA ACHILLES;4,4
RJ;3304904;São Gonçalo;33090459;CE PROFESSORA ODYSSEA SILVEIRA DE SIQUEIRA;3,4
RJ;3304904;São Gonçalo;33090670;CIEP 050 PABLO NERUDA;-
RJ;3304904;São Gonçalo;33090688;CIEP 239 PROFESSORA ELZA VIANNA FIALHO;3,6
RJ;3304904;São Gonçalo;33090726;CE TRASILBO FILGUEIRAS;-
RJ;3304904;São Gonçalo;33090815;CE ALECRIM;-
RJ;3304904;São Gonçalo;33090823;CE CORONEL SERRADO;2,7
RJ;3304904;São Gonçalo;33090831;CE DOM ANTONIO DE ALMEIDA MORAES JUNIOR;2,6
RJ;3304904;São Gonçalo;33090840;CE DOUTOR ARMANDO SA COUTO;3,1
RJ;3304904;São Gonçalo;33090882;CE MAUA;3,7
RJ;3304904;São Gonçalo;33090904;CE VILA GUARANI;2,4
RJ;3304904;São Gonçalo;33091196;CE SANTOS DIAS;4,9
RJ;3304904;São Gonçalo;33091200;CE WALTER ORLANDINE;3,9
RJ;3304904;São Gonçalo;33091340;CE CAPITAO OSWALDO ORNELLAS;-
RJ;3304904;São Gonçalo;33091382;CE CORONEL FRANCISCO LIMA;-
RJ;3304904;São Gonçalo;33091390;CE CORONEL JOAO TARCISIO BUENO;3
RJ;3304904;São Gonçalo;33091447;CE MELCHIADES PICANCO;-
RJ;3304904;São Gonçalo;33091757;CIEP 246 PROFESSORA ADALGISA CABRAL DE FARIA;3,8
RJ;3304904;São Gonçalo;33091765;CE PAULINO PINHEIRO BAPTISTA;3
RJ;3305109;São João de Meriti;33092141;CIEP 114 PROFESSORA MARIA GAVAZIO MARTINS;-
RJ;3305109;São João de Meriti;33092168;CIEP 016 ABILIO HENRIQUES CORREIA;3,3
RJ;3305109;São João de Meriti;33092176;CIEP 135 AFONSO HENRIQUES LIMA BARRETO;-
RJ;3305109;São João de Meriti;33092184;CIEP 115 ANTONIO FRANCISCO LISBOA;-
RJ;3305109;São João de Meriti;33092214;CE ANTONIO GONCALVES;-
RJ;3305109;São João de Meriti;33092222;CE CAETANO BELLONI;2,9
RJ;3305109;São João de Meriti;33092230;CE JARDIM MERITI;4
RJ;3305109;São João de Meriti;33092249;CE PROFESSORA FRANCISCA JEREMIAS DA SILVEIRA MENEZES;3,5
RJ;3305109;São João de Meriti;33092257;CE PROFESSOR MURILO BRAGA;-
RJ;3305109;São João de Meriti;33092265;CE RUBENS FARRULLA;3,3
RJ;3305109;São João de Meriti;33092427;CE PROFESSORA REGINA CELIA DOS REIS OLIVEIRA;-
RJ;3305109;São João de Meriti;33092443;CE DOUTOR ANIBAL VIRIATO DE AZEVEDO;-
RJ;3305109;São João de Meriti;33092451;CE DOUTOR OSCAR PIMENTA SOARES;-
RJ;3305109;São João de Meriti;33092478;CE PEDRO ALVARES CABRAL;3,9
RJ;3305109;São João de Meriti;33092516;CE PROFESSORA SANDRA MARIA SANTOS DE SOUSA;3,2
RJ;3305109;São João de Meriti;33092532;CE VERA CRUZ;4,2
RJ;3305109;São João de Meriti;33093091;CE CASEMIRO MEIRELLES;-
RJ;3305109;São João de Meriti;33093156;CE AGOSTINHO PORTO;3,5
RJ;3305109;São João de Meriti;33093180;CE DUQUE COSTA;2,9
RJ;3305109;São João de Meriti;33093199;CE GOVERNADOR ROBERTO SILVEIRA;4,1
RJ;3305109;São João de Meriti;33093423;CIEP 139 MANUEL BANDEIRA;2,8
RJ;3305109;São João de Meriti;33093458;CE HILTON GAMA;-
RJ;3305109;São João de Meriti;33093466;CE PROFESSORA ALZIRA DOS SANTOS DA SILVA;-
RJ;3305109;São João de Meriti;33093504;CE VISCONDE DE CAIRU;3,1
RJ;3302304;Laje do Muriaé;33093555;CIEP 343 PROFESSORA EMILIA DINIZ LIGIERO;4
RJ;3306206;Vassouras;33093601;CIEP 297 PADRE SALESIO SCHIMID;-
RJ;3300704;Cabo Frio;33093660;ESCOLA AGRICOLA MUNICIPAL NILO BATISTA;2,8
RJ;3300704;Cabo Frio;33093687;CIEP 357 JOSE DE DOME;-
RJ;3300704;Cabo Frio;33093709;CIEP 331 LYSIA BERNARDES;-
RJ;3302205;Itaperuna;33093890;CIEP 263 LINA BO BARDI;-
RJ;3305307;São Sebastião do Alto;33093989;CIEP 274 MARIA AMELIA DAFLON FERRO;4
RJ;3303005;Miracema;33094063;CIEP 267 MARIA APARECIDA LIMA SOUTO TOSTES;3,6
RJ;3301009;Campos dos Goytacazes;33094128;CIEP 270 PREFEITO JOSE ALVES DE AZEVEDO;4,2
RJ;3300456;Belford Roxo;33094144;CIEP 388 LASAR SEGALL;-
RJ;3300308;Barra do Piraí;33094420;CIEP 286 MURILO PORTUGAL;3,2
RJ;3304557;Rio de Janeiro;33095078;CE BERNARDO DE VASCONCELOS;-
RJ;3304755;São Francisco de Itabapoana;33095140;CIEP 470 CELSO MARTINS CORDEIRO;-
RJ;3300159;Aperibé;33095647;CIEP 419 BENIGNO BAIRRAL;4,1
RJ;3301702;Duque de Caxias;33096694;CIEP 476 ELIAS LAZARONI;-
RJ;3304557;Rio de Janeiro;33096759;CIEP 173 RAINHA NZINGA ANGOLA;-
RJ;3303302;Niterói;33096805;CIEP 449 GOVERNADOR LEONEL DE MOURA BRIZOLA BRASIL FRANCA;-
RJ;3300407;Barra Mansa;33096856;CIEP 493 PROFESSORA ANTONIETA SALINAS DE CASTRO;4,4
RJ;3300407;Barra Mansa;33096880;CIEP 292 PROFESSORA JANDIRA REIS DE OLIVEIRA;2,9
RJ;3302700;Maricá;33096929;CIEP 391 PROFESSOR ROBSON MENDONCA LOU;-
RJ;3304904;São Gonçalo;33096970;CIEP 309 ZUZU ANGEL;3,4
RJ;3304904;São Gonçalo;33096988;CIEP 412 DOUTOR ZERBINI;4
RJ;3301009;Campos dos Goytacazes;33097003;CIEP 462 NACAO GOITACA;3,5
RJ;3303500;Nova Iguaçu;33097020;CIEP 172 NELSON RODRIGUES;-
RJ;3304557;Rio de Janeiro;33097038;CIEP 326 PROFESSOR CESAR PERNETTA;-
RJ;3301900;Itaboraí;33097046;CIEP 424 PEDRO AMORIM;-
RJ;3301900;Itaboraí;33097054;CIEP 308 PASCOAL CARLOS MAGNO;2,9
RJ;3304144;Queimados;33097062;CIEP 355 ROQUETE PINTO;-
RJ;3302007;Itaguaí;33097135;CIEP 329 JUAN MARTINHO CARRASCO;-
RJ;3304144;Queimados;33097151;CIEP 396 LUIZ PEIXOTO;2,8
RJ;3301900;Itaboraí;33097178;CIEP 451 ELIZA ANTONIA RAINHO DIAS;2,6
RJ;3304102;Porciúncula;33097216;IE ELIANA DUARTE DA SILVA BREIJAO;4,2
RJ;3303500;Nova Iguaçu;33097275;CIEP 333 CACILDA BECKER;2,4
RJ;3304557;Rio de Janeiro;33097283;CIEP 321 DOUTOR ULISSES GUIMARAES;-
RJ;3304524;Rio das Ostras;33097437;CIEP 257 JOAQUIM DO REGO BARROS;-
RJ;3304144;Queimados;33097607;CIEP 344 ADONIRAN BARBOSA;-
RJ;3304201;Resende;33097798;CIEP 347 DOUTOR JORGE MIGUEL JAYME;3,1
RJ;3301702;Duque de Caxias;33097810;CIEP 348 EUGENIA MOREYRA;-
RJ;3301702;Duque de Caxias;33097895;CIEP 404 CLARICE LISPECTOR;-
RJ;3303955;Pinheiral;33097941;CE CELIO BARBOSA ANCHITE;4,4
RJ;3305406;Sapucaia;33097950;CIEP 285 LUIZ JOSE DAFLON GOMES;-
RJ;3300100;Angra dos Reis;33098077;CIEP 302 CHARLES DICKENS;-
RJ;3300100;Angra dos Reis;33098085;CIEP 495 GUIGNARD;2,8
RJ;3303500;Nova Iguaçu;33098131;CIEP 337 BERTA LUTZ;3,6
RJ;3301306;Casimiro de Abreu;33098379;CENTRO EDUC 1ª IGREJA B CASEMIRO DE ABREU;6,7
RJ;3300308;Barra do Piraí;33098573;CIEP 310 PROFESSORA ALICE AIEX;-
RJ;3301157;Cardoso Moreira;33098662;CIEP 464 ADMAR FERREIRA DE MEDEIROS;4,3
RJ;3301900;Itaboraí;33098786;CIEP 453 DOUTOR MILTON RODRIGUES ROCHA;-
RJ;3301900;Itaboraí;33098794;CIEP 415 MIGUEL DE CERVANTES;-
RJ;3301900;Itaboraí;33098808;CIEP 426 EDUARDO RIBEIRO DE CARVALHO;-
RJ;3301702;Duque de Caxias;33098816;CIEP 340 PROFESSOR LAIS MARTINS;-
RJ;3301900;Itaboraí;33098980;CENTRO EDUC SANMARTIN PEREZ;6,1
RJ;3303203;Nilópolis;33099049;CIEP 230 MANOEL MALAQUIAS GURGEL DA SILVA;3,3
RJ;3301702;Duque de Caxias;33099073;CIEP 199 CHARLES CHAPLIN;-
RJ;3301009;Campos dos Goytacazes;33099111;CIEP 463 JOAO BORGES BARRETO;-
RJ;3301702;Duque de Caxias;33099189;CIEP 434 PROFESSORA MARIA JOSE MACHADO;3,1
RJ;3301702;Duque de Caxias;33099200;CIEP 229 CANDIDO PORTINARI;2,9
RJ;3301702;Duque de Caxias;33099227;CIEP 370 PROFESSOR SYLVIO GNECCO DE CARVALHO;3,5
RJ;3301702;Duque de Caxias;33099243;CIEP 171 JOSE AMERICO PESSANHA;-
RJ;3302106;Itaocara;33099278;CIEP 275 LENINE CORTES FALANTE;4,7
RJ;3301702;Duque de Caxias;33099286;CIEP 350 TULIO ROBERTO QUINTILIANO CARDOSO;-
RJ;3301009;Campos dos Goytacazes;33099758;CIEP 417 JOSE DO PATROCINIO;-
RJ;3304144;Queimados;33099898;CIEP 346 BELARMINO ALFREDO DOS SANTOS;2,7
RJ;3304144;Queimados;33099901;CIEP 335 PROFESSOR JOAQUIM DE FREITAS;-
RJ;3305752;Tanguá;33099936;CIEP 252 JOAO BAPTISTA CAFFARO;3,7
RJ;3302270;Japeri;33100080;CIEP 207 GILSON AMADO;2,5
RJ;3302270;Japeri;33100217;CIEP 402 APARICIO TORELLI;2,7
RJ;3303807;Paraty;33100241;COL PARATY;5,7
RJ;3303500;Nova Iguaçu;33100322;CIEP 168 HILDA SILVEIRA RODRIGUES;-
RJ;3304557;Rio de Janeiro;33100659;CAIC NACOES UNIDAS;2,6
RJ;3303203;Nilópolis;33101078;CIEP 389 HAROLDO BARBOSA;3,1
RJ;3301702;Duque de Caxias;33101620;CIEP 176 CHICO MENDES;-
RJ;3301702;Duque de Caxias;33101655;CIEP 320 ERCILIA ANTONIA DA SILVA;-
RJ;3302270;Japeri;33101671;CIEP 206 PROFESSORA CYRENE MORAES COSTA;3,2
RJ;3303401;Nova Friburgo;33102090;CE DOUTOR FELICIANO COSTA;-
RJ;3304557;Rio de Janeiro;33102210;CIEP 241 NACAO MANGUEIRENSE GOVERNADOR LEONEL DE MOURA BRIZOLA;2,5
RJ;3302700;Maricá;33102414;CIEP 259 PROFESSORA MARIA DO AMPARO RANGEL DE SOUZA;-
RJ;3303302;Niterói;33102503;CE DAVID CAPISTRANO;-
RJ;3301702;Duque de Caxias;33102708;ESCOLA DO CENTRO DE ATIVIDADES DE DUQUE DE CAXIAS;5,2
RJ;3303401;Nova Friburgo;33102791;CENTRO FAMILIAR DE FORMACAO POR ALTERNANCIA COLEGIO ESTADUAL AGRICOLA REI ALBERTO I;4,4
RJ;3303401;Nova Friburgo;33102961;PROCREO CENTRO EST AS EMPR EVENTOS COMERCIO LTDA;-
RJ;3306305;Volta Redonda;33103097;CIEP 403 MARIA DE LOURDES GIOVANETTI;-
RJ;3302403;Macaé;33103119;CIEP BRIZOLAO 393 PREFEITO CARLOS EMIR MUSSI;-
RJ;3302007;Itaguaí;33103437;UNIAO EDUC SUL FLUMINENSE;5
RJ;3303856;Paty do Alferes;33103771;CIEP 278 JOAQUIM OSORIO DUQUE ESTRADA;-
RJ;3304904;São Gonçalo;33103879;CIEP 413 ADAO PEREIRA NUNES;-
RJ;3304904;São Gonçalo;33103909;CIEP 238 DOUTOR ILTON FARIA DA COSTA;2,7
RJ;3304904;São Gonçalo;33103925;CIEP 421 DEPUTADA CRISTINA TAVARES;2,8
RJ;3304904;São Gonçalo;33103941;CIEP 422 NICANOR FERREIRA NUNES;-
RJ;3304904;São Gonçalo;33103968;CIEP 439 LUIZ GONZAGA JUNIOR - GONZAGUINHA;-
RJ;3304904;São Gonçalo;33104182;CIEP 409 ALAIDE DE FIGUEREDO SANTOS;-
RJ;3305505;Saquarema;33104204;CIEP 258 ASTROGILDO PEREIRA;3,1
RJ;3305109;São João de Meriti;33104271;CIEP 397 PAULO PONTES;3,3
RJ;3305109;São João de Meriti;33104298;CIEP 399 JEAN BAPTISTE DEBRET;-
RJ;3305109;São João de Meriti;33104301;CIEP 400 OSWALD DE ANDRADE;-
RJ;3305109;São João de Meriti;33104344;CIEP 169 MARIA AUGUSTA CORREIA;-
RJ;3305109;São João de Meriti;33104352;CIEP 170 GREGORIO BEZERRA;3,5
RJ;3305109;São João de Meriti;33104379;CIEP 175 JOSE LINS DO REGO;3,8
RJ;3304557;Rio de Janeiro;33104638;CIEP 195 ANIBAL MACHADO;2,4
RJ;3303401;Nova Friburgo;33105022;CIEP 480 PROFESSOR LUIZ CARLOS VERONESE;4,2
RJ;3304557;Rio de Janeiro;33105065;CAIC EUCLIDES DA CUNHA;3,5
RJ;3304557;Rio de Janeiro;33105103;CIEP 303 AYRTON SENNA DA SILVA;-
RJ;3304557;Rio de Janeiro;33105138;COL INTEGRADO MARTINS MARTINSINHO MEIER;7,9
RJ;3304557;Rio de Janeiro;33105219;CIEP 379 RAUL SEIXAS;3
RJ;3304557;Rio de Janeiro;33105294;CIEP 311 DEPUTADO BOCAYUVA CUNHA;3
RJ;3304557;Rio de Janeiro;33105405;COLEGIO PH;7,3
RJ;3304557;Rio de Janeiro;33106550;CIEP 223 OLYMPIO MARQUES DOS SANTOS;2,7
RJ;3304557;Rio de Janeiro;33106584;CIEP 336 OCTAVIO MALTA;2,8
RJ;3304557;Rio de Janeiro;33106592;CIEP 435 HELIO PELLEGRINO;3,2
RJ;3304557;Rio de Janeiro;33106606;CIEP 224 TARSO DE CASTRO;2,8
RJ;3304557;Rio de Janeiro;33106614;CIEP 386 GUILHERME DA SILVEIRA FILHO;3,2
RJ;3304557;Rio de Janeiro;33106630;CIEP 382 ASPIRANTE FRANCISCO MEGA;-
RJ;3304557;Rio de Janeiro;33106649;CIEP 312 RAUL RYFF;3,6
RJ;3304557;Rio de Janeiro;33106657;CIEP 183 JOAO VITTA;3,4
RJ;3304557;Rio de Janeiro;33106665;CIEP 432 ALBERTO CAVALCANTI;2,6
RJ;3304557;Rio de Janeiro;33106673;CIEP 392 MARIO DE ANDRADE;3,4
RJ;3304557;Rio de Janeiro;33106681;CIEP 305 HEITOR DOS PRAZERES;-
RJ;3304557;Rio de Janeiro;33106690;CIEP 225 MARIO QUINTANA;-
RJ;3304557;Rio de Janeiro;33106703;CIEP 244 OSWALDO ARANHA;3
RJ;3304557;Rio de Janeiro;33106711;CIEP 362 ROBERTO BURLE MARX;2,7
RJ;3304557;Rio de Janeiro;33106720;CIEP 313 RUBEM BRAGA;-
RJ;3304557;Rio de Janeiro;33106738;CIEP 433 TOGO RENAN SOARES KANELA;-
RJ;3304557;Rio de Janeiro;33106746;CIEP 165 BRIGADEIRO SERGIO CARVALHO;2,7
RJ;3303302;Niterói;33108579;CIEP 448 RUY FRAZAO SOARES;2,6
RJ;3304557;Rio de Janeiro;33110034;CENTRO EDUCACIONAL ESPACO INTEGRADO;-
RJ;3301702;Duque de Caxias;33110220;CIEP 201 AARAO STEINBRUCH;2,7
RJ;3304557;Rio de Janeiro;33110328;COLEGIO PH;7,1
RJ;3304557;Rio de Janeiro;33110476;CIEP 418 ANTONIO CARLOS BERNARDES -MUSSUM;3,3
RJ;3304557;Rio de Janeiro;33110638;CIEP 205 FREI AGOSTINHO FINCIAS;-
RJ;3304557;Rio de Janeiro;33110646;CIEP 323 MARIA WERNECK DE CASTRO;-
RJ;3304557;Rio de Janeiro;33110654;CIEP 092 FREDERICO FELLINI;-
RJ;3304557;Rio de Janeiro;33111456;COLEGIO PH;6,4
RJ;3300308;Barra do Piraí;33112487;CENTRO DE ATIVIDADES MANOEL COUTINHO DE CARVALHO;5,2
RJ;3300407;Barra Mansa;33113009;ESCOLA DA UNOP DO SESI DE BARRA MANSA;5,6
RJ;3304557;Rio de Janeiro;33113106;ESCOLA PRESIDENTE DUTRA;5,5
RJ;3304557;Rio de Janeiro;33113122;ESCOLA GOVERNADOR FARIA LIMA;5,6
RJ;3302858;Mesquita;33113319;CE POETA MARIO QUINTANA;-
RJ;3303906;Petrópolis;33114340;ESCOLA DO CENTRO DE ATIVIDADES DE PETROPOLIS;-
RJ;3304904;São Gonçalo;33114366;CE MARIO TAMBORINDEGUY;3,3
RJ;3304201;Resende;33115001;CE ANTONIO QUIRINO;-
RJ;3303500;Nova Iguaçu;33115303;ESCOLA DO CENTRO DE ATIVIDADES DE NOVA IGUACU;5,3
RJ;3304557;Rio de Janeiro;33116709;CENTRO EDUCACIONAL CALIFORNIA;5,1
RJ;3302403;Macaé;33117209;SESI SERVICO SOCIAL DA INDUSTRIA;-
RJ;3302403;Macaé;33117250;IFF - CAMPUS MACAE;-
RJ;3303500;Nova Iguaçu;33117764;CE PROFESSORA MARIA HELENA AMARAL ALARCAO;-
RJ;3304557;Rio de Janeiro;33117799;COLEGIO SAO JUDAS TADEU;5,6
RJ;3304557;Rio de Janeiro;33117950;CE PROFESSOR AUGUSTO MOTTA;-
RJ;3304557;Rio de Janeiro;33117977;ESCOLA TECNICA ESTADUAL SANTA CRUZ;-
RJ;3304557;Rio de Janeiro;33120692;CAIC THEOPHILO DE SOUZA PINTO;-
RJ;3304557;Rio de Janeiro;33122245;SISTEMA ELITE DE ENSINO;-
RJ;3304557;Rio de Janeiro;33124361;COLEGIO MILITAR DO RIO DE JANEIRO;-
RJ;3304557;Rio de Janeiro;33124922;CE OLAVO JOSINO DE SALLES;-
RJ;3304557;Rio de Janeiro;33125304;CE MISSIONARIO MARIO WAY;2,9
RJ;3304557;Rio de Janeiro;33125317;CE PROFESSORA LUIZA MARINHO;-
RJ;3302502;Magé;33125325;CIEP 260 JOSE BARBOSA PORTO;3,6
RJ;3304557;Rio de Janeiro;33125333;CE IRINEU JOSE FERREIRA;3,5
RJ;3304557;Rio de Janeiro;33125341;CE CORA CORALINA;2,7
RJ;3300100;Angra dos Reis;33125449;CE BRIGADEIRO NOBREGA;4
RJ;3304557;Rio de Janeiro;33125627;CE MINISTRO MARCOS FREIRE;-
RJ;3304557;Rio de Janeiro;33125740;CE PAULO FREIRE;3,3
RJ;3304557;Rio de Janeiro;33125805;CE PROFESSOR TEOFILO MOREIRA DA COSTA;3,3
RJ;3304201;Resende;33125953;ESCOLA SESI DE RESENDE - ROSS HELENA DA CUNHA;6,2
RJ;3304557;Rio de Janeiro;33126105;CE FINLANDIA;3
RJ;3304557;Rio de Janeiro;33126160;CE OLGA BENARIO PRESTES;3,8
RJ;3304557;Rio de Janeiro;33126216;CE PROFESSORA DIUMA MADEIRA SALLES DE SOUZA;2,6
RJ;3304557;Rio de Janeiro;33126224;CE HERBERT DE SOUZA;-
RJ;3304557;Rio de Janeiro;33126232;CE COMPOSITOR LUIZ GONZAGA;-
RJ;3304557;Rio de Janeiro;33126259;CE ROSA LUXEMBURGO;-
RJ;3304557;Rio de Janeiro;33126267;CE PROFESSOR HORACIO MACEDO;4,7
RJ;3304557;Rio de Janeiro;33126747;CE MADRE TERESA DE CALCUTA;-
RJ;3304557;Rio de Janeiro;33126755;CE MONTEIRO DE CARVALHO;-
RJ;3304557;Rio de Janeiro;33126852;CE PROFESSORA MARIA NAZARETH CAVALCANTI SILVA;2,9
RJ;3304557;Rio de Janeiro;33126941;CE CHIQUINHA GONZAGA;2,4
RJ;3304557;Rio de Janeiro;33127395;CE MINISTRO OROZIMBO NONATO;-
RJ;3304557;Rio de Janeiro;33127514;CE MARECHAL RONDON;1,7
RJ;3304557;Rio de Janeiro;33128235;CIEP 339 MARIO TAMBORINDEGUY;-
RJ;3304557;Rio de Janeiro;33128618;CE CARLOS MAGNO NAZARETH CERQUEIRA;2,2
RJ;3304557;Rio de Janeiro;33129005;COLEGIO E CURSO GAU;-
RJ;3304557;Rio de Janeiro;33130426;CPII - CAMPUS SAO CRISTOVAO III;-
RJ;3304003;Piraí;33130957;C M DR AURELINO GONCALVES BARBOSA;3,8
RJ;3303104;Natividade;33131163;CE CORONEL JOSE ROSA DA SILVA;4,9
RJ;3304557;Rio de Janeiro;33132879;CE DOM HELDER CAMARA;-
RJ;3304557;Rio de Janeiro;33132887;CE COMPOSITOR MANACEIA JOSE DE ANDRADE;-
RJ;3304557;Rio de Janeiro;33134049;CE PROFESSORA MARIA TEREZINHA DE CARVALHO MACHADO;-
RJ;3304557;Rio de Janeiro;33135193;CE PROFESSOR JOSE DE SOUZA MARQUES;-
RJ;3304557;Rio de Janeiro;33135827;COLEGIO E CURSO PONTO DE ENSINO;6,7
RJ;3300100;Angra dos Reis;33135860;CE PEDRO SOARES;2,2
RJ;3304557;Rio de Janeiro;33136424;CE PROFESSORA VILMA ATANAZIO;3,6
RJ;3304557;Rio de Janeiro;33136432;CE PROFESSORA VANIA DO AMARAL MATIAS EDDE;3,3
RJ;3304557;Rio de Janeiro;33136459;CE PROFESSORA ALBA CANIZARES DO NASCIMENTO;-
RJ;3304557;Rio de Janeiro;33136475;CE MONSENHOR MIGUEL DE SANTA MARIA MOCHON;4
RJ;3304557;Rio de Janeiro;33136483;CE GANDHI;-
RJ;3304557;Rio de Janeiro;33136505;CE PROFESSORA JEANNETTE DE SOUZA COELHO MANNARINO;-
RJ;3304557;Rio de Janeiro;33136513;CE ROSARIA TROTTA;2,8
RJ;3304557;Rio de Janeiro;33136696;CE LIBERDADE;2,4
RJ;3302007;Itaguaí;33137846;CE PROFESSORA MARIA IZABEL DO COUTO BRANDAO;3,5
RJ;3300233;Armação dos Búzios;33138249;COLEGIO MUNICIPAL PAULO FREIRE;-
RJ;3304557;Rio de Janeiro;33138354;CE PROFESSOR OZEAS GOMES LARANGEIRAS;3
RJ;3304557;Rio de Janeiro;33138648;CE STELLA MATUTINA;-
RJ;3304557;Rio de Janeiro;33139156;CE PROFESSORA SONIA REGINA SCUDESE DESSIMONI PINTO;-
RJ;3304557;Rio de Janeiro;33140030;CE CONDE PEREIRA CARNEIRO;-
RJ;3304557;Rio de Janeiro;33140049;CE OSWALDO TEIXEIRA;-
RJ;3304557;Rio de Janeiro;33140669;CE JORNALISTA TIM LOPES;-
RJ;3304557;Rio de Janeiro;33140715;CE ANTONIO HOUAISS;-
RJ;3303500;Nova Iguaçu;33141568;IPM- INSTITUTO POLITECNICO MILENNIUM;-
RJ;3303500;Nova Iguaçu;33142270;CE DOM ADRIANO HIPOLITO;-
RJ;3304706;Santo Antônio de Pádua;33142319;CE JOAO MAURICIO BRUM;4,5
RJ;3301603;Duas Barras;33142351;CIEP 511 PROFESSORA ALAIDE ARAUJO STORCK MELLOR MARQUES;3,1
RJ;3306008;Três Rios;33142432;C M WALTER FRANCKLIN;4,3
RJ;3304557;Rio de Janeiro;33142726;COL ISRAELITA BRAS A LIESSIN SCHOLEM ALEICHEM;7,1
RJ;3305109;São João de Meriti;33143145;CENTRO EDUCACIONAL COLUMBIA 2000 LTDA;-
RJ;3300456;Belford Roxo;33143382;ESCOLA TECNICA REAL PROGNOSTICO LTDA;-
RJ;3300704;Cabo Frio;33146683;CENTRO EDUCACIONAL MUNICIPAL PROFª MARLI CAPP;-
RJ;3300704;Cabo Frio;33146721;C M PROFª ELZA MARIA SANTA ROSA BERNARDO;-
RJ;3304557;Rio de Janeiro;33146950;CE PROFESSORA MARIA DE LOURDES DE OLIVEIRA LAVOR - TIA LAVOR;-
RJ;3303500;Nova Iguaçu;33147515;CEFET-RJ - UNED NOVA IGUACU;-
RJ;3304557;Rio de Janeiro;33147710;CPII - CAMPUS REALENGO II;-
RJ;3304557;Rio de Janeiro;33149119;CE CARLOS ARNOLDO ABRUZZINI DA FONSECA;2,8
RJ;3305703;Sumidouro;33149178;CE CAMPINAS II;4,5
